keywords,production_companies,production_countries,release_date,revenue,title,vote_average,vote_count
"[{""id"": 65, ""name"": ""holiday""}, {""id"": 5609, ""name"": ""nostalgia""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 170472, ""name"": ""bb gun""}, {""id"": 170487, ""name"": ""essay""}, {""id"": 170496, ""name"": ""christmas tree dealer""}, {""id"": 170499, ""name"": ""mall santa""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 207883, ""name"": ""1940s""}]","[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Christmas Tree Films"", ""id"": 10757}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",11/18/83,19294144,A Christmas Story,7.4,344
"[{""id"": 828, ""name"": ""waitress""}, {""id"": 966, ""name"": ""beach""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 177973, ""name"": ""chance meeting""}, {""id"": 187844, ""name"": ""flashback""}]","[{""name"": ""Mpower Pictures"", ""id"": 5294}, {""name"": ""Metanoia Films"", ""id"": 7075}, {""name"": ""Burnside Entertainment"", ""id"": 13818}, {""name"": ""Bella Productions"", ""id"": 48752}, {""name"": ""One Media, The"", ""id"": 77798}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/9/06,0,Bella,6.7,37
"[{""id"": 279, ""name"": ""usa""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 703, ""name"": ""detective""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 12365, ""name"": ""gang rape""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 173919, ""name"": ""punk band""}, {""id"": 206850, ""name"": ""canuxploitation""}]","[{""name"": ""Guerilla High Productions"", ""id"": 12616}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",8/20/82,0,Class of 1984,6.2,66
"[{""id"": 622, ""name"": ""bet""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 34214, ""name"": ""gender""}, {""id"": 163096, ""name"": ""battle of the sexes""}, {""id"": 208450, ""name"": ""life competition""}]","[{""name"": ""Magna Global Entertainment"", ""id"": 29646}, {""name"": ""Verdi Productions"", ""id"": 37765}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/8/14,45000,The Opposite Sex,4.1,9
"[{""id"": 14794, ""name"": ""lust""}, {""id"": 160780, ""name"": ""love crime""}]","[{""name"": ""Fox Entertainment Group"", ""id"": 85721}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/29/99,7,Dreaming of Joseph Lees,8,1
"[{""id"": 90, ""name"": ""paris""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 2470, ""name"": ""education""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4034, ""name"": ""class society""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 8746, ""name"": ""republicanism""}, {""id"": 8747, ""name"": ""diversity""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10873, ""name"": ""school""}, {""id"": 190116, ""name"": ""school life""}, {""id"": 193547, ""name"": ""teachers and students""}]","[{""name"": ""Haut et Court"", ""id"": 726}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/24/08,28814580,The Class,6.8,174
"[{""id"": 8685, ""name"": ""anti-christ""}, {""id"": 18401, ""name"": ""contemporary setting""}, {""id"": 41600, ""name"": ""laundry""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 163055, ""name"": ""satanic cult""}, {""id"": 172376, ""name"": ""lucky charm""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 172383, ""name"": ""eating disorder""}, {""id"": 172391, ""name"": ""catholic priest""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""William Castle Productions"", ""id"": 10324}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/12/68,33395426,Rosemary's Baby,7.5,863
"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 3754, ""name"": ""legend""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14574, ""name"": ""rancher""}, {""id"": 33600, ""name"": ""stagecoach""}, {""id"": 155291, ""name"": ""cowboy""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""John Ford Productions"", ""id"": 10698}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/22/62,8000000,The Man Who Shot Liberty Valance,7.4,265
"[{""id"": 170173, ""name"": ""children's book""}, {""id"": 181318, ""name"": ""asperger's syndrome""}, {""id"": 181319, ""name"": ""electrical engineer""}, {""id"": 192134, ""name"": ""asperger's""}]","[{""name"": ""Vox3 Films"", ""id"": 3279}, {""name"": ""Serenade Films"", ""id"": 3459}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Deer Path Productions"", ""id"": 9352}, {""name"": ""Northwood Productions"", ""id"": 9353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/09,2277396,Adam,6.9,150
"[{""id"": 30, ""name"": ""individual""}, {""id"": 242, ""name"": ""new york""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 2148, ""name"": ""colombia""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2151, ""name"": ""drug crime""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2174, ""name"": ""maquiladora""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 155023, ""name"": ""self esteem""}]","[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""HBO Films"", ""id"": 7429}]","[{""iso_3166_1"": ""EC"", ""name"": ""Ecuador""}, {""iso_3166_1"": ""CO"", ""name"": ""Colombia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/18/04,0,Maria Full of Grace,6.9,101
"[{""id"": 237, ""name"": ""gay""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 208390, ""name"": ""lgbt elderly""}]","[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/11/10,5332926,Beginners,6.8,347
"[{""id"": 1299, ""name"": ""monster""}, {""id"": 5319, ""name"": ""pub""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Neo Art & Logic"", ""id"": 2811}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Maloof Motion Pictures"", ""id"": 48688}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/14/05,658573,Feast,6.1,160
"[{""id"": 572, ""name"": ""sex""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3616, ""name"": ""college""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 158507, ""name"": ""gross out comedy""}, {""id"": 160450, ""name"": ""dean""}, {""id"": 171400, ""name"": ""fraternity house""}, {""id"": 208983, ""name"": ""probation""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 209506, ""name"": ""college freshman""}, {""id"": 236316, ""name"": ""anarchic comedy""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Oregon Film Factory"", ""id"": 13298}, {""name"": ""Stage III Productions"", ""id"": 13300}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/27/78,141000000,Animal House,7,418
"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3275, ""name"": ""nuclear radiation""}, {""id"": 3286, ""name"": ""fort knox""}, {""id"": 3287, ""name"": ""aston martin""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3291, ""name"": ""kentucky""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/17/64,124881062,Goldfinger,7.2,987
"[{""id"": 4958, ""name"": ""injection""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 40847, ""name"": ""near future""}, {""id"": 158276, ""name"": ""metamorphosis""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 191564, ""name"": ""body horror""}]","[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Telefilm Canada"", ""id"": 7320}, {""name"": ""TF1 International"", ""id"": 7799}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",9/19/12,0,Antiviral,5.7,112
"[{""id"": 65, ""name"": ""holiday""}, {""id"": 290, ""name"": ""angel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 156115, ""name"": ""feel-good ending""}, {""id"": 184559, ""name"": ""guardian angel""}, {""id"": 207317, ""name"": ""christmas""}]","[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Liberty Films (II)"", ""id"": 11770}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/46,9644124,It's a Wonderful Life,8,1076
"[{""id"": 212, ""name"": ""london england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 2694, ""name"": ""cold turkey""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 11635, ""name"": ""monologue""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 180431, ""name"": ""drug rehabilitation""}, {""id"": 206829, ""name"": ""drug culture""}, {""id"": 230607, ""name"": ""antihero""}]","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Noel Gay Motion Picture Company"", ""id"": 358}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2/23/96,16491080,Trainspotting,7.8,2655
[],"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/00,0,The Original Kings of Comedy,6.3,15
"[{""id"": 10112, ""name"": ""ouija board""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Solana Films"", ""id"": 21223}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/20/10,177512032,Paranormal Activity 2,5.7,722
"[{""id"": 3864, ""name"": ""false identity""}, {""id"": 4214, ""name"": ""beguilement""}, {""id"": 4258, ""name"": ""lottery""}, {""id"": 5331, ""name"": ""village""}, {""id"": 8739, ""name"": ""jackpot""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14985, ""name"": ""ireland""}]","[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Tomboy Films"", ""id"": 24356}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/98,0,Waking Ned,7.4,54
"[{""id"": 279, ""name"": ""usa""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 5037, ""name"": ""checks and balances""}, {""id"": 7548, ""name"": ""columbine""}, {""id"": 11068, ""name"": ""oklahoma city bombing""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 187554, ""name"": ""person running amok""}]","[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""TiMe Film- und TV-Produktions GmbH"", ""id"": 11104}, {""name"": ""Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG"", ""id"": 26136}, {""name"": ""Dog Eat Dog Films"", ""id"": 26137}, {""name"": ""Iconolatry Productions Inc."", ""id"": 26138}, {""name"": ""Salter Street Films International"", ""id"": 26139}, {""name"": ""United Broadcasting Inc."", ""id"": 26140}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/9/02,35564473,Bowling for Columbine,7.3,453
"[{""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 181962, ""name"": ""labor camp""}]","[{""name"": ""LeVision Pictures"", ""id"": 20966}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",5/16/14,0,Coming Home,6.9,49
"[{""id"": 237, ""name"": ""gay""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 657, ""name"": ""fire""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10985, ""name"": ""spontaneous combustion""}, {""id"": 158713, ""name"": ""bdsm""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 179878, ""name"": ""sleepwalking""}, {""id"": 225209, ""name"": ""dreams""}]","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Smart Egg Pictures"", ""id"": 1531}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/31/85,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
"[{""id"": 5091, ""name"": ""kiss""}, {""id"": 5832, ""name"": ""bed and breakfast place""}, {""id"": 8032, ""name"": ""florence""}]","[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""National Film Finance Corporation (NFFC)"", ""id"": 11493}, {""name"": ""Curzon Film Distributors"", ""id"": 11494}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/13/85,20966644,A Room with a View,6.9,156
"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 7246, ""name"": ""barricade""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 221957, ""name"": ""constitutional convention""}, {""id"": 221958, ""name"": ""legalized murder""}, {""id"": 221960, ""name"": ""social allegory""}]","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""20th Century Fox Russia"", ""id"": 18065}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/31/13,89328627,The Purge,6,2428
"[{""id"": 793, ""name"": ""drowning""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 15365, ""name"": ""held captive""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 160329, ""name"": ""super-8""}, {""id"": 172992, ""name"": ""ghost child""}, {""id"": 182022, ""name"": ""filmed killing""}, {""id"": 185767, ""name"": ""crime novelist""}]","[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Possessed Pictures"", ""id"": 23277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/29/12,77712439,Sinister,6.7,1573
"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 3692, ""name"": ""scandal""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 15160, ""name"": ""divorce""}]",[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/02,19184015,Martin Lawrence Live: Runteldat,5,1
"[{""id"": 30, ""name"": ""individual""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 787, ""name"": ""mississippi""}, {""id"": 894, ""name"": ""depression""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 33457, ""name"": ""alcoholic""}]","[{""name"": ""Avon Production"", ""id"": 100}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/17/58,17570324,Cat on a Hot Tin Roof,7.6,165
"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 156810, ""name"": ""science""}, {""id"": 157963, ""name"": ""worship""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/70,18999718,Beneath the Planet of the Apes,6.2,361
"[{""id"": 3199, ""name"": ""clown""}, {""id"": 158386, ""name"": ""golden retriever""}, {""id"": 158387, ""name"": ""dog actor""}]","[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/97,23144499,Air Bud,5.3,106
"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 2802, ""name"": ""mountain village""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 11451, ""name"": ""pok\u00e9mon""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 201952, ""name"": ""pikachu""}, {""id"": 210024, ""name"": ""anime""}]","[{""name"": ""TV Tokyo"", ""id"": 3034}, {""name"": ""4 Kids Entertainment"", ""id"": 3035}, {""name"": ""Nintendo"", ""id"": 12288}, {""name"": ""Pikachu Project"", ""id"": 12653}, {""name"": ""Oriental Light and Magic (OLM)"", ""id"": 66289}, {""name"": ""Kids' WB"", ""id"": 89163}, {""name"": ""Pikachu Project 2001"", ""id"": 89164}, {""name"": ""Shoakuken"", ""id"": 89165}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/8/00,68411275,Pokmon: Spell of the Unknown,5.9,137
"[{""id"": 952, ""name"": ""lightning""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 179422, ""name"": ""jason vorhees""}]","[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/86,19472057,Friday the 13th Part VI: Jason Lives,5.7,216
"[{""id"": 233, ""name"": ""japan""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3776, ""name"": ""officer""}]","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/2/57,33300000,The Bridge on the River Kwai,7.7,542
"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 177349, ""name"": ""greedy developer""}]","[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/27/90,15369573,Spaced Invaders,4.7,25
"[{""id"": 663, ""name"": ""fortune teller""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 161506, ""name"": ""heir""}, {""id"": 180824, ""name"": ""spiritualist""}]","[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/9/76,7900000,Family Plot,6.7,86
"[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Company"", ""id"": 11241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/15/60,25000000,The Apartment,8.1,483
"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1890, ""name"": ""camping""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 158190, ""name"": ""hockey mask""}, {""id"": 179422, ""name"": ""jason vorhees""}, {""id"": 183953, ""name"": ""madman""}]","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/13/93,15938065,Jason Goes to Hell: The Final Friday,4.2,193
"[{""id"": 2106, ""name"": ""cold war""}, {""id"": 156026, ""name"": ""east germany""}]","[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/13/66,13000000,Torn Curtain,6.4,120
"[{""id"": 577, ""name"": ""black people""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1515, ""name"": ""block party""}, {""id"": 1516, ""name"": ""megaphone""}, {""id"": 1517, ""name"": ""classroom""}, {""id"": 1673, ""name"": ""brass band""}, {""id"": 1674, ""name"": ""stage""}]","[{""name"": ""Yari Film Group"", ""id"": 2448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/12/05,11718595,Dave Chappelle's Block Party,6.4,28
"[{""id"": 657, ""name"": ""fire""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3623, ""name"": ""cabin""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11112, ""name"": ""search""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14540, ""name"": ""death by accident""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 15111, ""name"": ""drinking""}, {""id"": 15290, ""name"": ""pursuit""}, {""id"": 157471, ""name"": ""shot through a wall""}, {""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 222133, ""name"": ""shot in the heart""}]","[{""name"": ""The New Zealand Film Commission"", ""id"": 7714}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""See Saw Films"", ""id"": 14631}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""DMC Films"", ""id"": 58085}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/16/15,229094,Slow West,6.6,367
